Ano do leilão;Número do leilão;Sequência;Tipo de usina;Empreendimento;Tipo de leilão;Potência (MW);Garantia física (MWm);Lotes vendidos;Preço (R$/MW);Localização;Fonte;Modalidade; Investimento previsto ;Consórcio
2008;2008-3;17;UTE;UTE MC2 Sapeaçu;A-5;176;103,3;99;146;Sapeaçu/BA;Óleo Combustível;PIE; 327.130.000,00 ;"Consórcio MC2 EB BA PE - Ellobras Infraestrutura e Participações Ltda. (0,01%) e
Águas Guariroba Ambiental Ltda. (99,99%)"
2008;2008-3;18;UTE;UTE MC2 Suape II B;A-5;350;208,4;201;146;Suape/PE;Óleo Combustível;PIE; 560.414.000,00 ;"Consórcio MC2 EB BA PE - Ellobras Infraestrutura e Participações Ltda. (0,01%) e
Águas Guariroba Ambiental Ltda. (99,99%)"
2008;2008-3;19;UTE;UTE Paraúna ;A-5;114;44,7;35;0;Paraúna/GO;Bagaço de Cana-de-Açúcar ;PIE; 344.422.000,00 ;Cosan Centroeste S.A. Açúcar e Álcool
2008;2008-3;20;UTE;UTE Pernambuco III;A-5;200,79;109,2;104;144,7;Igarassu/PE;"Óleo Combustível Especial B1
Alternativo:  Óleo Diesel";PIE; 329.383.000,00 ;Consórcio PE III - Multiner S.A. (99%) e A&G Energia Empreendimentos Ltda ME (1%) 
2008;2008-3;21;UTE;UTE Porto do Pecém II;A-5;360;294,7;276;140;São Gonçalo do Amarante/CE;Carvão Mineral Importado;PIE; 878.689.000,00 ;MPX Energia S.A.
2008;2008-3;22;UTE;UTE Termopower V;A-5;200,79;109,2;104;145,9;Cabo de Santo  Agostinho/PE;"Óleo Combustível Especial B1
Alternativo:  Óleo Diesel";PIE; 329.383.000,00 ;Consórcio TP V - Multiner S.A. (99%) e A&G Energia Empreendimentos Ltda ME (1%) 
2008;2008-3;23;UTE;UTE Termopower VI;A-5;200,79;109,2;104;144,8;Cabo de Santo  Agostinho/PE;"Óleo Combustível Especial B1
Alternativo:  Óleo Diesel";PIE; 329.383.000,00 ;Consórcio TP VI - Multiner S.A. (99%) e A&G Energia Empreendimentos Ltda ME (1%) 
2008;2008-3;24;UHE;UHE Baixo Iguaçu;A-5;350;172,8;121;98,98;"Capanema (PR) 
Capitão Leônidas Marques (PR)";Água;PIE; 1.090.914.120,00 ;Neoenergia S.A.
2008;2008-5;1;UHE;UHE Jirau;Estruturante;3300;1975,3;1382;71,37;Porto Velho / RO;Água;PIE; 8.699.124.120,00 ;"Consórcio Energia Sustentável do Brasil - Suez Energy South América Participações Ltda. (50,1%);
Camargo Corrêa Investimentos em Infra-Estrutura S.A. (9,9%);
Eletrosul – Centrais Elétricas S.A. (20%); e
Companhia Hidro Elétrica do São Francisco – CHESF (20%)
"
2009;2009-2;1;UTE;UTE Codora;A-3;48;16,2;10;144,6;Goianésia / GO;Bagaço de Cana-de-Açúcar;PIE; 126.477.000,00 ;Codora Energia Ltda
2009;2009-2;2;PCH;PCH Rio Bonito;A-3;22,5;9,4;1;144;Município de Porto União / SC;Água;PIE; 32.412.070,00 ;Castelo Energética S.A. - CESA
2009;2009-3;1;EOL ;EOL Alvorada;Reserva;7,5;3,97;3;144,94;Caetité / BA;Vento;PIE; 30.147.050,00 ;Castelo Energética S.A. - CESA
2009;2009-3;2;EOL ;EOL Araras;Reserva;30;12,6;12;150,38;Acaraú /CE;Vento;PIE; 164.608.860,00 ;"Consórcio Araras:
Energimp S.A. (90%) e
Central Eólica Araras (10%)"
2009;2009-3;3;EOL ;EOL Aratuá 1;Reserva;14,4;6,92;6;151,77;Guamaré /RN;Vento;PIE; 68.196.000,00 ;Aratua Central Geradora Eólica S.A.
2009;2009-3;4;EOL ;EOL Areia Branca;Reserva;27,3;11,75;11;152,63;Areia Branca /RN;Vento;PIE; 143.400.000,00 ;"Consórcio Areia Branca:
Eólica Bela Vista Ltda. (0,5%)
Martifer Renováveis Geração de Eneregia e Participações S.A. (50,5%)
CHESF - Companhia Hidro Elétrica do São Francisco (49%)"
2009;2009-3;5;EOL ;EOL Barra dos Coqueiros;Reserva;30;10,5;10;152,5;Barra dos Coqueiros/SE;Vento;PIE; 162.397.500,00 ;Energen Energias Renováveis S.A.
2009;2009-3;6;EOL ;EOL Buriti;Reserva;30;11,09;11;150,38;Acaraú /CE;Vento;PIE; 163.888.360,00 ;"Consórcio Buriti:
Energimp S.A. (90%)
Central Eólica Buriti S.A. (10%)"
2009;2009-3;7;EOL ;EOL Cabeço Preto;Reserva;19,8;6,56;6;151,97;João Câmara/RN;Vento;PIE; 100.918.220,00 ;"Consórcio Gestamp Eólica:
Corporacion Gestamp SL (5%)
Gestamp Eólica Brasil S.A. (95%)"
2009;2009-3;8;EOL ;EOL Cajucoco;Reserva;30;12,09;12;150,38;Itarema /CE;Vento;PIE; 165.546.560,00 ;"Consórcio Cajucoco:
Energimp S.A. (90%)
Central Eólica Cajucoco (10%)"
2009;2009-3;9;EOL ;EOL Candiba;Reserva;9;4,28;4;144,94;Guanambi/BA;Vento;PIE; 35.175.050,00 ;Renova Energia S.A.
2009;2009-3;10;EOL ;EOL Colônia;Reserva;18,9;8,26;8;149,9;São Gonçalo do Amarante /CE;Vento;PIE; 103.268.050,00 ;"Consórcio Energio Colonia:
Energio Nordeste Energias Renováveis S.A. (99%)
Central Eólica Colônia Ltda. (1%)"
2009;2009-3;11;EOL ;EOL Coqueiros;Reserva;27;11,6;11;150,38;Acaraú /CE;Vento;PIE; 147.541.030,00 ;"Consórcio Coqueiro:
Energimp S.A. (90%)
Central Eólica Coqueiro S.A. (10%)"
2009;2009-3;12;EOL ;EOL Coxilha Negra V;Reserva;30;11,33;11;131;Santana do Livramento /RS;Vento;PIE; 247.264.520,00 ;"Consórcio Coxilha Negra V:
Eletrosul Centrais Elétricas S.A. (90%)
Wobben Windpower Indústria e Comércio Ltda. (10%)"
2009;2009-3;13;EOL ;EOL Coxilha Negra  VI;Reserva;30;11,33;11;131;Santana do Livramento /RS;Vento;PIE; 243.659.640,00 ;"Consórcio Coxilha Negra VI:
Eletrosul Centrais Elétricas S.A. (90%)
Wobben Windpower Indústria e Comércio Ltda. (10%)"
2009;2009-3;14;EOL ;EOL Coxilha Negra  VII;Reserva;30;11,33;11;131;Santana do Livramento /RS;Vento;PIE; 244.741.100,00 ;"Consórcio Coxilha Negra VII:
Eletrosul Centrais Elétricas S.A. (90%)
Wobben Windpower Indústria e Comércio Ltda. (10%)"
2009;2009-3;15;EOL ;EOL Dunas de Paracuru;Reserva;42;19,79;19;149,96;Paracuru/CE;Vento;PIE; 189.543.000,00 ;"Consórcio Dunas de Paracuru:
Ventos Brasil Comércio E Representações Ltda. (60%)
Inversiones Tenería Empreendimentos do Brasil Ltda. (40%)"
2009;2009-3;16;EOL ;EOL Embuaca;Reserva;25,2;11,14;11;151,07;Trairí /CE;Vento;PIE; 121.561.000,00 ;"Consórcio Embuaca:
Eólica Embuaca Ltda. (0,5%)
Martifer Renováveis Geração de Eneregia e Participações S.A.  (99,5%)"
2009;2009-3;17;EOL ;EOL Eurus VI;Reserva;7,2;3,16;3;150;Parazinho /RN;Vento;PIE; 39.751.000,00 ;Eurus VI Energias Renováveis Ltda.
2009;2009-3;18;EOL ;EOL Faisa I;Reserva;25,2;9,37;9;152,66;Trairí /CE;Vento;PIE; 137.995.000,00 ;"Consórcio Faisa I:
Eólica Faisa Ltda. (0,5%)
Martifer Renováveis Geração de Energia e Participações S.A.  (99,5%)"
2009;2009-3;19;EOL ;EOL Faisa II;Reserva;25,2;9,54;9;152,65;Trairí /CE;Vento;PIE; 137.995.000,00 ;"Consórcio Faisa II:
Eólica Faisa Ltda. (0,5%)
Martifer Renováveis Geração de Energia e Participações S.A.  (99,5%)"
2009;2009-3;20;EOL ;EOL Faisa III;Reserva;25,2;8,31;8;152,69;Trairí /CE;Vento;PIE; 137.995.000,00 ;"Consórcio Faisa III:
Eólica Faisa Ltda. (0,5%)
Martifer Renováveis Geração de Energia e Participações S.A.  (99,5%)"
2009;2009-3;21;EOL ;EOL Faisa IV;Reserva;25,2;8,55;8;152,67;Trairí /CE;Vento;PIE; 137.995.000,00 ;"Consórcio Faisa IV:
Eólica Faisa Ltda. (0,5%)
Martifer Renováveis Geração de Energia e Participações S.A.  (99,5%)"
2009;2009-3;22;EOL ;EOL Faisa V;Reserva;27,3;9,09;9;152,68;Trairí /CE;Vento;PIE; 147.488.000,00 ;"Consórcio Faisa V:
Eólica Faisa Ltda. (0,5%)
Martifer Renováveis Geração de Energia e Participações S.A.  (99,5%)"
2009;2009-3;23;EOL ;EOL Fazenda Rosário;Reserva;8;3,29;3;146;Palmares do Sul/RS;Vento;PIE; 45.285.210,00 ;"Consórcio Elecnor Enerfin:
Enerfin do Brasil Sociedade de Energia Ltda. (64%)
Elecnor S.A. (36%)"
2009;2009-3;24;EOL ;EOL Fazenda Rosário 3;Reserva;14;5,55;5;146;Palmares do Sul/RS;Vento;PIE; 79.249.150,00 ;"Consórcio Elecnor Enerfin:
Enerfin do Brasil Sociedade de Energia Ltda. (64%)
Elecnor S.A. (36%)"
2009;2009-3;25;EOL ;EOL Garças;Reserva;30;13,29;13;150,38;Acaraú/CE;Vento;PIE; 164.051.350,00 ;"Consórcio Garças:
Energimp S.A. (90%)
Central Eólica Garças S.A. (10%)"
2009;2009-3;26;EOL ;EOL Guanambi;Reserva;16,5;8,48;8;144,94;Guanambi /BA;Vento;PIE; 66.319.050,00 ;Renova Energia S.A.
2009;2009-3;27;EOL ;EOL Guirapa;Reserva;27;13,6;13;144,94;Guanambi /BA;Vento;PIE; 108.526.050,00 ;Renova Energia S.A.
2009;2009-3;28;EOL ;EOL Icaraí;Reserva;14,4;7,84;7;151,08;Amontada /CE;Vento;PIE; 69.151.000,00 ;Martifer Renováveis Geração de Energia e Participações S.A. 
2009;2009-3;29;EOL ;EOL Icaraí I;Reserva;27,3;13,01;13;142;Amontada /CE;Vento;PIE; 149.166.050,00 ;"Consórcio Energio Icarai I:
Energio Nordeste Energias Renováveis S.A. (99%)
Central Eólica Icaraí I Ltda. (1%)"
2009;2009-3;30;EOL ;EOL Icaraí II;Reserva;37,8;18,03;18;142;Amontada /CE;Vento;PIE; 206.537.050,00 ;Consórcio Energio Icarai II: Energio Nordeste Energias Renováveis S.A. (99%) e Central Eólica Icaraí II Ltda. (1%)
2009;2009-3;31;EOL ;EOL Igapora;Reserva;30;13,75;13;146,94;Igaporã /BA;Vento;PIE; 120.585.050,00 ;Renova Energia S.A.
2009;2009-3;32;EOL ;EOL Ilheus;Reserva;10,5;5,04;5;146,94;Igaporã /BA;Vento;PIE; 42.203.050,00 ;Renova Energia S.A.
2009;2009-3;33;EOL ;EOL Lagoa Seca;Reserva;19,5;8,11;8;152,18;Acaraú /CE;Vento;PIE; 109.296.940,00 ;"Consórcio Lagoa Seca:
Energimp S.A. (90%)
Central Lagoa Seca S.A. (10%)"
2009;2009-3;34;EOL ;EOL Licínio de Almeida;Reserva;22,5;10,94;10;144,94;Licínio de Almeida/BA;Vento;PIE; 90.436.050,00 ;Renova Energia S.A.
2009;2009-3;35;EOL ;EOL Macaúbas;Reserva;30;13,4;13;139,99;Brotas de Macaúbas/BA;Vento;PIE; 150.785.000,00 ;Desenvix S.A.
2009;2009-3;36;EOL ;EOL Mar e Terra;Reserva;23,1;8,38;8;152,64;Areia Branca /RN;Vento;PIE; 125.320.000,00 ;"Consórcio Mar e Terra:
Eólica Mar e Terra Ltda. (0,5%)
Martifer Renováveis Geração de Energia e Participações S.A. (50,5%)
CHESF - Companhia Hidro Elétrica do São Francisco (49%)"
2009;2009-3;37;EOL ;EOL Miassaba 3;Reserva;50,4;22,84;22;152,07;Guamaré /RN;Vento;PIE; 249.936.000,00 ;"Consórcio Miassaba - Eletronorte - Centrais Elétricas do Norte do Brasil S.A. (24,5%); Furnas Centrais Elétricas S.A. (24,5%); Bioenergy Geradora de Energia Ltda. (10%); Miassaba Geradora Eólica S.A. (31%) e J. Malucelli Construtora de Obras S.A. (10%)"
2009;2009-3;38;EOL ;EOL Morro dos Ventos I;Reserva;28,8;13,58;13;151,04;João Câmara /RN;Vento;PIE; 136.000.000,00 ;"Consórcio Desa Wind I:
Dobreve Energia S.A. (95%)
Dobreve Empreendimentos e Participações Ltda. (4%)
WF Wind Holding I S.A. (1%)"
2009;2009-3;39;EOL ;EOL Morro dos Ventos III;Reserva;28,8;13,91;13;151,01;João Câmara /RN;Vento;PIE; 136.000.000,00 ;"Consórcio Desa Wind III:
Dobreve Energia S.A. (95%)
Dobreve Empreendimentos e Participações Ltda. (4%)
WF Wind Holding III S.A. (1%)"
2009;2009-3;40;EOL ;EOL Morro dos Ventos IV;Reserva;28,8;13,74;13;151,02;João Câmara /RN;Vento;PIE; 136.000.000,00 ;"Consórcio Desa Wind IV:
Dobreve Energia S.A. (95%)
Dobreve Empreendimentos e Participações Ltda. (4%)
WF Wind Holding IV S.A. (1%)"
2009;2009-3;41;EOL ;EOL Morro dos Ventos VI;Reserva;28,8;13,1;13;151,03;João Câmara /RN;Vento;PIE; 136.000.000,00 ;"Consórcio Desa Wind VI:
Dobreve Energia S.A. (95%)
Dobreve Empreendimentos e Participações Ltda. (4%)
WF Wind Holding VI S.A. (1%)"
2009;2009-3;42;EOL ;EOL Morro dos Ventos IX;Reserva;28,8;14,31;14;151,05;João Câmara /RN;Vento;PIE; 136.000.000,00 ;"Consórcio Desa Wind IX:
Dobreve Energia S.A. (95%)
Dobreve Empreendimentos e Participações Ltda. (4%)
WF Wind Holding IX S.A. (1%)"
2009;2009-3;43;EOL ;EOL Nossa Senhora Conceição;Reserva;24;12,43;12;146,94;Igaporã /BA;Vento;PIE; 96.468.050,00 ;Renova Energia S.A.
2009;2009-3;44;EOL ;EOL Novo Horizonte;Reserva;30;10,97;10;139,99;Brotas de Macaúbas/BA;Vento;PIE; 150.785.000,00 ;Desenvix S.A.
2009;2009-3;45;EOL ;EOL Osório 2;Reserva;24;9,2;9;149,99;Osório /RS;Vento;PIE; 114.752.740,00 ;"Consórcio Elecnor Enerfin:
Enerfin do Brasil Sociedade de Energia Ltda. (64%)
Elecnor S.A. (36%)"
2009;2009-3;46;EOL ;EOL Pajeu do Vento;Reserva;24;11,8;11;146,94;Caetité/BA;Vento;PIE; 93.437.050,00 ;Renova Energia S.A.
2009;2009-3;47;EOL ;EOL Pedra do Reino;Reserva;30;10,84;10;152,27;Sobradinho/BA;Vento;PIE; 150.643.320,00 ;"Consórcio Pedra do Reino:
Gestamp Eólica Promociones SL (70%)
Eólica Energia Ltda. (30%)"
2009;2009-3;48;EOL ;EOL Pindaí;Reserva;22,5;11,5;11;144,94;Guanambi/BA;Vento;PIE; 90.436.050,00 ;Renova Energia S.A.
2009;2009-3;49;EOL ;EOL Planaltina;Reserva;25,5;12,27;12;146,94;Caetité /BA;Vento;PIE; 99.468.050,00 ;Renova Energia S.A.
2009;2009-3;50;EOL ;EOL Porto Seguro;Reserva;6;2,73;2;146,94;Igaporã /BA;Vento;PIE; 24.117.050,00 ;Renova Energia S.A.
2009;2009-3;51;EOL ;EOL Quixabá;Reserva;25,2;9,02;9;153,05;Aracati/CE;Vento;PIE; 116.867.000,00 ;"Consórcio Delta Eólica:
Energimp S.A. (90%)
Usina Geradora Delta/Eólica Ltda. (10%)"
2009;2009-3;52;EOL ;EOL Rei dos Ventos 1;Reserva;48,6;21,86;21;152,77;Galinhos/RN;Vento;PIE; 241.589.000,00 ;"Consórcio Eolo:
ELETRONORTE - Centrais Elétricas do Norte do Brasil S.A. (24,5%)
Furnas Centrais Elétricas S.A. (24,5%)
Bioenergy Geradora De Energia Ltda (10%)
Eolo Energy S.A. (31%)
J. Malucelli Construtora de Obras S.A. (10%)"
2009;2009-3;53;EOL ;EOL Rei dos Ventos 3;Reserva;48,6;21,07;21;153,07;Galinhos/RN;Vento;PIE; 241.589.000,00 ;"Consórcio Eolo:
ELETRONORTE - Centrais Elétricas do Norte do Brasil S.A. (24,5%)
Furnas Centrais Elétricas S.A. (24,5%)
Bioenergy Geradora de Energia Ltda (10%)
Eolo Energy S.A. (31%)
J. Malucelli Construtora De Obras S.A. (10%)"
2009;2009-3;54;EOL ;EOL Rio Verde;Reserva;30;16,61;16;144,94;Caetité/BA;Vento;PIE; 120.585.050,00 ;Renova Energia S.A.
2009;2009-3;55;EOL ;EOL Sangradouro 2;Reserva;26;9,98;9;149,99;Osório/RS;Vento;PIE; 144.927.110,00 ;"Consórcio Elecnor Enerfin:
Enerfin do Brasil Sociedade de Energia Ltda. (64%)
Elecnor S.A. (36%)"
2009;2009-3;56;EOL ;EOL Sangradouro 3;Reserva;24;9,22;9;149,99;Osório/RS;Vento;PIE; 133.778.420,00 ;"Consórcio Elecnor Enerfin:
Enerfin do Brasil Sociedade de Energia Ltda. (64%)
Elecnor S.A. (36%)"
2009;2009-3;57;EOL ;EOL Santa Clara I;Reserva;28,8;13,71;13;150;Parazinho /RN;Vento;PIE; 158.499.000,00 ;Santa Clara I Energias Renováveis Ltda.
2009;2009-3;58;EOL ;EOL Santa Clara II;Reserva;28,8;12,76;12;150;Parazinho /RN;Vento;PIE; 158.499.000,00 ;Santa Clara II Energias Renováveis Ltda.
2009;2009-3;59;EOL ;EOL Santa Clara III;Reserva;28,8;12,51;12;150;Parazinho /RN;Vento;PIE; 158.499.000,00 ;Santa Clara III Energias Renováveis Ltda.
2009;2009-3;60;EOL ;EOL Santa Clara IV;Reserva;28,8;12,31;12;150;Parazinho /RN;Vento;PIE; 158.499.000,00 ;Santa Clara IV Energias Renováveis Ltda.
2009;2009-3;61;EOL ;EOL Santa Clara V;Reserva;28,8;12,41;12;150;Parazinho /RN;Vento;PIE; 158.499.000,00 ;Santa Clara V Energias Renováveis Ltda.
2009;2009-3;62;EOL ;EOL Santa Clara VI;Reserva;28,8;12,29;12;150;Parazinho /RN;Vento;PIE; 158.499.000,00 ;Santa Clara VI Energias Renováveis Ltda.
2009;2009-3;63;EOL ;EOL Seabra;Reserva;30;11,33;11;139,99;Brotas de Macaúbas /BA;Vento;PIE; 150.785.000,00 ;Desenvix AS
2009;2009-3;64;EOL ;EOL Serra do Salto;Reserva;15;7,46;7;144,94;Guanambi /BA;Vento;PIE; 60.293.050,00 ;Renova Energia S.A.
2009;2009-3;65;EOL ;EOL Taiba Aguia;Reserva;23,1;10,69;10;149,9;São Gonçalo do Amarante /CE;Vento;PIE; 126.218.050,00 ;"Consórcio Energio Taiba Aguia:
Energio Nordeste Energias Renováveis S.A. (99%)
Central Eólica Taíba Águia Ltda. (1%)"
2009;2009-3;66;EOL ;EOL Taiba Andorinha;Reserva;14,7;6,58;6;149,9;São Gonçalo do Amarante /CE;Vento;PIE; 80.322.050,00 ;"Consórcio Energio Taiba Andorinha:
Energio Nordeste Energias Renováveis S.A. (99%)
Central Eólica Taíba Andorinha Ltda. (1%)"
2009;2009-3;67;EOL ;EOL Usina de Mangue Seco 1;Reserva;25,2;12,37;12;149,99;Guamaré /RN;Vento;PIE; 138.457.000,00 ;"Consórcio Mangue Seco 1:
Petrobras Petróleo Brasileiro S.A. (49%)
Alubar Energia S.A. (51%)"
2009;2009-3;68;EOL ;EOL Usina de Mangue Seco 2;Reserva;25,2;12,08;12;149,99;Guamaré /RN;Vento;PIE; 138.457.000,00 ;"Consórcio Mangue Seco 2:
Petrobras Petróleo Brasileiro S.A. (51%)
Eletrobras Centrais Elétricas Brasileiras S.A. (49%)"
2009;2009-3;69;EOL ;EOL Usina de Mangue Seco 3;Reserva;25,2;12,73;12;149,99;Guamaré /RN;Vento;PIE; 138.457.000,00 ;"Consórcio Mangue Seco 3:
Petrobras Petróleo Brasileiro S.A. (49%)
Wobben Windpower Ind. e Com. Ltda. (51%)"
2009;2009-3;70;EOL ;EOL Usina de Mangue Seco 5;Reserva;25,2;13,11;13;149,99;Guamaré /RN;Vento;PIE; 138.457.000,00 ;"Consórcio Mangue Seco 5:
Petrobras Petróleo Brasileiro S.A. (49%)
Wobben Windpower Ind. e Com. Ltda. (51%)"
2009;2009-3;71;EOL ;EOL Vento do Oeste;Reserva;19,5;7,81;7;152,18;Acaraú /CE;Vento;PIE; 108.046.630,00 ;"Consórcio Vento do Oeste:
Energimp S.A. (90%)
Central Eólica Vento do Oeste S.A. (10%)"
2009;2009-6;1;UHE;UHE Belo Monte;Estruturante;11233,1;4571;3199;77,97;Xingú/PA;Água;PIE; 19.018.115.000,00 ;"Consórcio Norte Energia: Companhia Hidro Elétrica do São Francisco – CHESF (49,98%); 
Construtora Queiroz Galvão S.A. (10,02%); 
Galvão Engenharia S.A. (3,75%); 
Mendes Júnior Trading e Engenharia S.A. (3,75%); 
Serveng-Civilsan S.A. Empresas Associadas de Engenharia (3,75%); 
J. Malucelli Construtora de Obras S.A. (9,98%); 
Contern - Construções e Comércio Ltda. (3,75%); 
Cetenco Engenharia S.A. (5,00%); e
Gaia Energia e Participações S.A. (10,02%), 
"
2010;2010-2;1;UTE;UTE Santana do Araguaia I (Produto:Santana do Araguaia);Sistema Isolado;34;26;4,564;148,5;Santa do Araguaia/PA;Cavaco/Resíduo de Madeira;PIE; 121.745.000,00 ;Gaia Energia e Participações S.A.
2010;2010-2;2;UTE;UTE Brasil Bio Fuels S.A;Sistema Isolado;98;82;3,484;149;São João da Balisa/RR;Cavaco/Resíduo de Madeira;PIE; 58.312.000,00 ;Brasil Bio Fuels S.A.
2010;2010-3;1;UHE;UHE Ferreira Gomes;A-5;252;150,2;105;69,78;AP;Água;PIE; 810.713.000,00 ; Alupar Investimentos S.A
2010;2010-3;2;UHE;UHE Colider;A-5;300;179,6;125;103,4;Nova Canaã do Norte/MT;Água;PIE; 1.266.264.270,00 ;Copel Geração e Transmissão S.A.
2010;2010-3;3;UHE;UHE Garibaldi;A-5;177,9;83,1;58;107,98;Abdon Batista/SC;Água;PIE; 719.327.320,00 ;Triunfo Participações e Investimentos S.A.
2010;2010-3;4;PCH;PCH Santa Cruz de Monte Negro;A-5;17;7,73;7;153,73;Monte Negro/RO;Água;PIE; 97.814.050,00 ; Mega Energia Investimentos e Participações S.A.
2010;2010-3;5;PCH;PCH Canaã;A-5;17;7,76;7;153,98;Ariquemes/RO;Água;PIE; 98.801.400,00 ; Mega Energia Investimentos e Participações S.A.
2010;2010-3;6;PCH;PCH Jamari;A-5;20;9,1;9;154,23;Ariquemes/RO;Água;PIE; 100.539.160,00 ; Mega Energia Investimentos e Participações S.A.
2010;2010-3;7;PCH;PCH Pirapora;A-5;25;17,17;16;154,49;Pirapora do Bom Jesus e Santana do Parnaíba/SP;Água;PIE; 118.998.700,00 ;Empresa Metropolitana de águas e Energia S.A
2010;2010-5;1;EOL ;EOL Cabeço Preto IV;Reserva;19,8;8,4;8,4;124,45;João Câmara/RN;Vento;PIE; 95.477.480,00 ;"Consórcio Gestamp Eólica:
Corporación Gestamp SL (99,9999%)
Gestamp Eólica Brasil S.A. (0,0001%)"
2010;2010-5;2;EOL ;EOL Campo dos Ventos II;Reserva;30;15;14;126,19;João Câmara/RN;Vento;PIE; 130.014.000,00 ;Campo dos Ventos II Energias Renováveis S.A.
2010;2010-5;3;EOL ;EOL Cristal;Reserva;30;15,7;15;120,93;BA;Vento;PIE; 167.340.000,00 ;"Consórcio EBP-Cristal:
ENEL Brasil Participações Ltda. (99%)
Parque Eólico Cristal Ltda. ME (1%)"
2010;2010-5;4;EOL ;EOL da Prata;Reserva;19,5;10,1;10,1;121,25;Igaporã/BA;Vento;PIE; 75.075.050,00 ;Renova Energia S.A.
2010;2010-5;5;EOL ;EOL Dos Araçás;Reserva;30;15,5;13,9;121,25;Pindaí/BA;Vento;PIE; 115.831.010,00 ;Renova Energia S.A.
2010;2010-5;6;EOL ;EOL Eurus I;Reserva;30;15,5;14,5;124,24;João Câmara/RN;Vento;PIE; 111.000.000,00 ;"Consórcio Desa Eurus I:
Dobreve Energia S.A. (95%)
Dobreve Empreendimentos e Participações Ltda. (4%)
Eurus I Energias Renováveis S.A. (1%)"
2010;2010-5;7;EOL ;EOL Eurus II;Reserva;30;15,2;15,2;121,83;João Câmara/RN;Vento;PIE; 112.003.500,00 ;"Consórcio Desa Eurus II:
Dobreve Energia S.A. (95%)
Dobreve Empreendimentos e Participações Ltda. (4%)
Eurus II Energias Renováveis S.A. (1%)"
2010;2010-5;8;EOL ;EOL Eurus III;Reserva;30;16,1;15;124,23;João Câmara/RN;Vento;PIE; 111.000.000,00 ;"Consórcio Desa Eurus III:
Dobreve Energia S.A. (95%)
Dobreve Empreendimentos e Participações Ltda. (4%)
Eurus III Energias Renováveis S.A. (1%)"
2010;2010-5;9;EOL ;EOL Fazenda Rosário 2;Reserva;20;8;7,9;125,65;Palmares do Sul/RS;Vento;PIE; 101.830.260,00 ;"Consórcio Elecnor - Enerfin LER 05
Enerfin do Brasil Sociedade de Energia Ltda. (64%)
Elecnor S.A. (36%)"
2010;2010-5;10;EOL ;EOL Morrão;Reserva;30;16,1;14,7;121,25;Guanambi/BA;Vento;PIE; 115.501.050,00 ;Renova Energia S.A.
2010;2010-5;11;EOL ;EOL Pedra do Reino III;Reserva;18;6,8;6,8;123,98;Sobradinho/BA;Vento;PIE; 69.320.000,00 ;"Consórcio Pedra do Reino
Gestamp Eolica Promociones S.L. (99,9999%)
Eolica Energia Ltda. (0,0001%)"
2010;2010-5;12;EOL ;EOL Primavera;Reserva;30;16,4;15,8;120,92;BA;Vento;PIE; 165.060.000,00 ;"Consórcio EBP-Cristal:
ENEL Brasil Participações Ltda. (99%)
Parque Eólico Cristal Ltda. ME (1%)"
2010;2010-5;13;EOL ;EOL Renascença V;Reserva;30;15;15;121,83;Parazinho/RN;Vento;PIE; 111.913.500,00 ;Renascença V Energias Renováveis Ltda.
2010;2010-5;14;EOL ;EOL São Judas;Reserva;30;15,6;15,2;120,94;BA;Vento;PIE; 172.560.000,00 ;"Consórcio EBP-Cristal:
ENEL Brasil Participações Ltda. (99%)
Parque Eólico Cristal Ltda. ME (1%)"
2010;2010-5;15;EOL ;EOL Seraima;Reserva;30;17,5;15,3;121,25;Caetité/BA;Vento;PIE; 115.501.050,00 ;Renova Energia S.A.
2010;2010-5;16;EOL ;EOL Serra de Santana I;Reserva;19,8;9,7;8,1;124,75;Lagoa Nova/RN;Vento;PIE; 96.161.490,00 ;"Consórcio Gestamp Eólica:
Corporación Gestamp SL (99,9999%)
Gestamp Eólica Brasil S.A. (0,0001%)"
2010;2010-5;17;EOL ;EOL Serra de Santana II;Reserva;28,8;13,5;13,5;125,15;Lagoa Nova/RN;Vento;PIE; 136.042.210,00 ;"Consórcio Gestamp Eólica:
Corporación Gestamp SL (99,9999%)
Gestamp Eólica Brasil S.A. (0,0001%)"
2010;2010-5;18;EOL ;EOL Serra de Santana III;Reserva;28,8;12,7;12,7;124,85;Bodó/RN;Vento;PIE; 136.042.210,00 ;"Consórcio Gestamp Eólica:
Corporación Gestamp SL (99,9999%)
Gestamp Eólica Brasil S.A. (0,0001%)"
2010;2010-5;19;EOL ;EOL Tanque;Reserva;24;13,9;13,9;121,25;Guanambi/BA;Vento;PIE; 92.402.050,00 ;Renova Energia S.A.
2010;2010-5;20;EOL ;EOL Ventos do Nordeste;Reserva;19,5;10,1;10,1;121,25;Pindaí/BA;Vento;PIE; 75.075.050,00 ;Renova Energia S.A.
2010;2010-5;21;PCH;PCH Inxu;Reserva;20,6;16,5;16,5;129,93;Campo Novo dos Parecis e Nova Maringá/MT;Água;PIE; 123.176.850,00 ;"Consórcio Inxu:
Primus Incorporação e Construção Ltda. (11%)
Bimetal Indústria Metalurgica Ltda. (11%)
Mega Brasil Energia S.A. (78%)"
2010;2010-5;22;PCH;PCH São Sebastião;Reserva;9,9;5,2;5,2;133,25;Major Gercino/SC;Água;PIE; 49.872.000,00 ;São Sebastião Empreendimentos S.A.
